Veg_Pot;ess;Espece;GrEspece;awood;bwood;cwood;abark;bbark;cbark;abranche;bbranche;cbranche;afoliage;bfoliage;cfoliage
FO1;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
MF1;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
MJ1;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
MJ2;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
MS1;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
MS2;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
MS6;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
RB1;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
RB5;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
RC3;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
RE1;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
RE2;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
RE3;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
RP1;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
RS1;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
RS2;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
RS3;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
RS5;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
RT1;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
ME1;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
FEX;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
FEY;White Ash;FRA;FRA;0.022385;1.743845;1.189927;0.012644;1.645554;0.789269;0.035399;2.304633;0;0.019533;1.050869;0.783597
FC1;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
FE1;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
FE2;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
FE3;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
FE4;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
FE5;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
FE6;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
FO1;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
MF1;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
MJ1;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
MJ2;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
MS1;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
MS2;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
MS6;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
RB1;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
RB5;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
RC3;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
RE1;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
RE2;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
RE3;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
RP1;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
RS1;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
RS2;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
RS3;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
RS5;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
RT1;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
ME1;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
FEX;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
FEY;White Elm;ORA;ORA;0.02075;2.227609;0.648803;0.00778;2.453996;0;0.039269;2.187989;0;0.051628;1.451059;0
FC1;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
FE1;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
FE2;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
FE3;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
FE4;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
FE5;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
FE6;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
FO1;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
MF1;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
MJ1;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
MJ2;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
MS1;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
MS2;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
MS6;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
RB1;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
RB5;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
RC3;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
RE1;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
RE2;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
RE3;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
RP1;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
RS1;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
RS2;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
RS3;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
RS5;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
RT1;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
ME1;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
FEX;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
FEY;Yellow Birch;BOJ;BOJ;0.025896;1.904428;0.971545;0.006942;2.083415;0.537086;0.032548;2.385143;0;0.168285;1.276372;0
FC1;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FE1;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FE2;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FE3;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FE4;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FE5;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FE6;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FO1;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
MF1;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
MJ1;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
MJ2;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
MS1;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
MS2;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
MS6;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RB1;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RB5;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RC3;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RE1;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RE2;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RE3;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RP1;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RS1;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RS2;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RS3;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RS5;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RT1;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
ME1;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FEX;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FEY;Sugar Maple;NA;F_0;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FC1;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FE1;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FE2;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FE3;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FE4;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FE5;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FE6;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FO1;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
MF1;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
MJ1;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
MJ2;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
MS1;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
MS2;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
MS6;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RB1;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RB5;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RC3;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RE1;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RE2;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RE3;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RP1;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RS1;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RS2;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RS3;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RS5;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RT1;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
ME1;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FEX;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FEY;White Birch;NA;F_1;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FC1;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FE1;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FE2;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FE3;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FE4;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FE5;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FE6;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FO1;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
MF1;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
MJ1;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
MJ2;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
MS1;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
MS2;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
MS6;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RB1;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RB5;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RC3;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RE1;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RE2;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RE3;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RP1;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RS1;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RS2;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RS3;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RS5;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RT1;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
ME1;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FEX;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FEY;feuillus;NA;ERP;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FC1;all;NA;F0R;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
FE1;all;NA;F0R;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
FE2;all;NA;F0R;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
FE3;all;NA;F0R;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
FE4;all;NA;F0R;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
FE5;all;NA;F0R;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
FE6;all;NA;F0R;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
FO1;all;NA;F0R;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
MF1;all;NA;F0R;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
MJ1;all;NA;F0R;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
MJ2;all;NA;F0R;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
MS1;all;NA;F0R;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
MS2;all;NA;F0R;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
MS6;all;NA;F0R;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
RB1;all;NA;F0R;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
RB5;all;NA;F0R;0.034798;1.923542;0.782913;0.013894;1.542949;0.818898;0.034578;2.670562;-0.60334;0.182178;2.286353;-1.12032
