Veg_Pot;ess;Espece;GrEspece;awood;bwood;cwood;abark;bbark;cbark;abranche;bbranche;cbranche;afoliage;bfoliage;cfoliage
MS2;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
MS6;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RB1;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RB5;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RC3;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RE1;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RE2;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RE3;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RP1;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RS1;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RS2;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RS3;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RS5;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
RT1;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
ME1;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FEX;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FEY;Sugar Maple;ERS;ERS;0.030082;2.031286;0.817073;0.010317;1.711103;0.850934;0.066113;2.593991;-0.49327;2.501899;2.45273;-2.30076
FC1;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
FE1;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
FE2;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
FE3;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
FE4;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
FE5;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
FE6;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
FO1;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
MF1;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
MJ1;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
MJ2;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
MS1;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
MS2;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
MS6;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
RB1;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
RB5;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
RC3;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
RE1;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
RE2;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
RE3;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
RP1;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
RS1;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
RS2;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
RS3;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
RS5;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
RT1;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
ME1;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
FEX;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
FEY;Tamarack Larch;MEL;MEL;0.027574;1.672352;1.144294;0.01203;1.705904;0.581079;0.033594;3.133494;-1.15594;0.132372;2.113998;-0.87814
FC1;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FE1;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FE2;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FE3;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FE4;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FE5;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FE6;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FO1;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
MF1;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
MJ1;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
MJ2;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
MS1;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
MS2;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
MS6;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RB1;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RB5;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RC3;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RE1;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RE2;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RE3;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RP1;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RS1;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RS2;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RS3;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RS5;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
RT1;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
ME1;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FEX;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FEY;White Birch;BOP;BOP;0.033777;2.070175;0.687627;0.008043;1.975434;0.665918;0.025657;3.175365;-0.94167;0.141507;2.307443;-1.11885
FC1;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
FE1;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
FE2;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
FE3;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
FE4;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
FE5;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
FE6;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
FO1;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
MF1;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
MJ1;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
MJ2;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
MS1;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
MS2;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
MS6;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
RB1;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
RB5;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
RC3;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
RE1;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
RE2;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
RE3;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
RP1;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
RS1;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
RS2;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
RS3;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
RS5;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
RT1;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
ME1;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
FEX;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
FEY;White Oak;CHB;NA;0.04415;1.681795;1.030976;0.030781;1.747904;0.350408;0.002155;2.016464;1.395266;0.005281;1.282159;1.132274
FC1;White Spruce;EPB;EPX;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
FE1;White Spruce;EPB;EPX;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
FE2;White Spruce;EPB;EPX;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
FE3;White Spruce;EPB;EPX;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
FE4;White Spruce;EPB;EPX;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
FE5;White Spruce;EPB;EPX;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
FE6;White Spruce;EPB;EPX;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
FO1;White Spruce;EPB;EPX;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
MF1;White Spruce;EPB;EPX;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
MJ1;White Spruce;EPB;EPX;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
MJ2;White Spruce;EPB;EPX;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
MS1;White Spruce;EPB;EPX;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
MS2;White Spruce;EPB;NA;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
MS6;White Spruce;EPB;NA;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
RB1;White Spruce;EPB;EPX;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
RB5;White Spruce;EPB;EPX;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
RC3;White Spruce;EPB;NA;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
RE1;White Spruce;EPB;NA;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
RE2;White Spruce;EPB;NA;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
RE3;White Spruce;EPB;NA;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
RP1;White Spruce;EPB;NA;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
RS1;White Spruce;EPB;NA;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
RS2;White Spruce;EPB;NA;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
RS3;White Spruce;EPB;NA;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
RS5;White Spruce;EPB;NA;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
RT1;White Spruce;EPB;EPX;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
ME1;White Spruce;EPB;EPX;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
FEX;White Spruce;EPB;EPX;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
FEY;White Spruce;EPB;EPX;0.026496;1.795226;0.973309;0.012355;1.69618;0.648882;0.0325;2.857276;-0.91268;0.201994;2.380188;-1.11031
FC1;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FE1;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FE2;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FE3;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FE4;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FE5;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FE6;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FO1;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
MF1;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
MJ1;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
MJ2;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
MS1;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
MS2;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
MS6;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RB1;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RB5;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RC3;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RE1;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RE2;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RE3;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RP1;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RS1;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RS2;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RS3;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RS5;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
RT1;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
ME1;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FEX;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FEY;feuillu;FEU;FEU;0.035918;2.026281;0.698658;0.009407;1.867652;0.698475;0.043294;2.681722;-0.57314;0.08591;1.848476;-0.53834
FC1;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
FE1;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
FE2;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
FE3;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
FE4;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
FE5;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
FE6;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
FO1;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
MF1;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
MJ1;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
MJ2;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
MS1;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
MS2;resineux;RES;RES;0.028421;1.689374;1.085658;0.009971;1.846342;0.561604;0.03011;3.003796;-1.05195;0.155438;2.402077;-1.10431
