reg_eco;PlacetteID;rcp;Mois;Latitude;Altitude;Tmin;Tmax;Radiation;PTot;Vent2;Annee
5c;P700200801;RCP85;9;48.134455;481;7.966666667;19.93333333;12.15666667;82.5;1.935185185;2043
5c;P700200801;RCP85;12;48.134455;481;-13.93333333;-4.2;4.943010753;64.03333333;2.064814815;2043
5c;P700200801;RCP85;11;48.134455;481;-4.5;3.333333333;4.713333333;77.86666667;2.222222222;2043
5c;P700200801;RCP85;10;48.134455;481;2;11.36666667;7.169892473;78.53333333;2.12962963;2043
5c;P700200801;RCP85;8;48.134455;481;12.2;24.56666667;16.42688172;95.5;1.824074074;2044
5c;P700200801;RCP85;7;48.134455;481;13.66666667;26.2;18.77741936;110.1333333;1.87037037;2044
5c;P700200801;RCP85;6;48.134455;481;9.833333333;23;20.92444444;73.2;1.981481482;2044
5c;P700200801;RCP85;5;48.134455;481;4.2;17.56666667;21.65698925;89.3;2.175925926;2044
5c;P700200801;RCP85;4;48.134455;481;-2.833333333;9.066666667;18.82;68.16666667;2.462962963;2044
5c;P700200801;RCP85;3;48.134455;481;-11.76666667;1.166666667;14.7516129;47.13333333;2.259259259;2044
5c;P700200801;RCP85;1;48.134455;481;-17.83333333;-6.566666667;6.219354839;57.83333333;2.046296296;2044
5c;P700200801;RCP85;2;48.134455;481;-17.03333333;-4.5;9.38;47.33333333;2.111111111;2044
5c;P700200801;RCP85;9;48.134455;481;7.966666667;19.93333333;12.15666667;82.5;1.935185185;2044
5c;P700200801;RCP85;12;48.134455;481;-13.93333333;-4.2;4.943010753;64.03333333;2.064814815;2044
5c;P700200801;RCP85;11;48.134455;481;-4.5;3.333333333;4.713333333;77.86666667;2.222222222;2044
5c;P700200801;RCP85;10;48.134455;481;2;11.36666667;7.169892473;78.53333333;2.12962963;2044
5c;P700200801;RCP85;8;48.134455;481;12.2;24.56666667;16.42688172;95.5;1.824074074;2045
5c;P700200801;RCP85;7;48.134455;481;13.66666667;26.2;18.77741936;110.1333333;1.87037037;2045
5c;P700200801;RCP85;6;48.134455;481;9.833333333;23;20.92444444;73.2;1.981481482;2045
5c;P700200801;RCP85;5;48.134455;481;4.2;17.56666667;21.65698925;89.3;2.175925926;2045
5c;P700200801;RCP85;4;48.134455;481;-2.833333333;9.066666667;18.82;68.16666667;2.462962963;2045
5c;P700200801;RCP85;3;48.134455;481;-11.76666667;1.166666667;14.7516129;47.13333333;2.259259259;2045
5c;P700200801;RCP85;1;48.134455;481;-17.83333333;-6.566666667;6.219354839;57.83333333;2.046296296;2045
5c;P700200801;RCP85;2;48.134455;481;-17.03333333;-4.5;9.38;47.33333333;2.111111111;2045
5c;P700200801;RCP85;9;48.134455;481;7.966666667;19.93333333;12.15666667;82.5;1.935185185;2045
5c;P700200801;RCP85;12;48.134455;481;-13.93333333;-4.2;4.943010753;64.03333333;2.064814815;2045
5c;P700200801;RCP85;11;48.134455;481;-4.5;3.333333333;4.713333333;77.86666667;2.222222222;2045
5c;P700200801;RCP85;10;48.134455;481;2;11.36666667;7.169892473;78.53333333;2.12962963;2045
5c;P700200801;RCP85;8;48.134455;481;12.2;24.56666667;16.42688172;95.5;1.824074074;2046
5c;P700200801;RCP85;7;48.134455;481;13.66666667;26.2;18.77741936;110.1333333;1.87037037;2046
5c;P700200801;RCP85;6;48.134455;481;9.833333333;23;20.92444444;73.2;1.981481482;2046
5c;P700200801;RCP85;5;48.134455;481;4.2;17.56666667;21.65698925;89.3;2.175925926;2046
5c;P700200801;RCP85;4;48.134455;481;-2.833333333;9.066666667;18.82;68.16666667;2.462962963;2046
5c;P700200801;RCP85;3;48.134455;481;-11.76666667;1.166666667;14.7516129;47.13333333;2.259259259;2046
5c;P700200801;RCP85;1;48.134455;481;-17.83333333;-6.566666667;6.219354839;57.83333333;2.046296296;2046
5c;P700200801;RCP85;2;48.134455;481;-17.03333333;-4.5;9.38;47.33333333;2.111111111;2046
5c;P700200801;RCP85;9;48.134455;481;7.966666667;19.93333333;12.15666667;82.5;1.935185185;2046
5c;P700200801;RCP85;12;48.134455;481;-13.93333333;-4.2;4.943010753;64.03333333;2.064814815;2046
5c;P700200801;RCP85;11;48.134455;481;-4.5;3.333333333;4.713333333;77.86666667;2.222222222;2046
5c;P700200801;RCP85;10;48.134455;481;2;11.36666667;7.169892473;78.53333333;2.12962963;2046
5c;P700200801;RCP85;8;48.134455;481;12.2;24.56666667;16.42688172;95.5;1.824074074;2047
5c;P700200801;RCP85;7;48.134455;481;13.66666667;26.2;18.77741936;110.1333333;1.87037037;2047
5c;P700200801;RCP85;6;48.134455;481;9.833333333;23;20.92444444;73.2;1.981481482;2047
5c;P700200801;RCP85;5;48.134455;481;4.2;17.56666667;21.65698925;89.3;2.175925926;2047
5c;P700200801;RCP85;4;48.134455;481;-2.833333333;9.066666667;18.82;68.16666667;2.462962963;2047
5c;P700200801;RCP85;3;48.134455;481;-11.76666667;1.166666667;14.7516129;47.13333333;2.259259259;2047
5c;P700200801;RCP85;1;48.134455;481;-17.83333333;-6.566666667;6.219354839;57.83333333;2.046296296;2047
5c;P700200801;RCP85;2;48.134455;481;-17.03333333;-4.5;9.38;47.33333333;2.111111111;2047
5c;P700200801;RCP85;9;48.134455;481;7.966666667;19.93333333;12.15666667;82.5;1.935185185;2047
5c;P700200801;RCP85;12;48.134455;481;-13.93333333;-4.2;4.943010753;64.03333333;2.064814815;2047
5c;P700200801;RCP85;11;48.134455;481;-4.5;3.333333333;4.713333333;77.86666667;2.222222222;2047
5c;P700200801;RCP85;10;48.134455;481;2;11.36666667;7.169892473;78.53333333;2.12962963;2047
5c;P700200801;RCP85;8;48.134455;481;12.2;24.56666667;16.42688172;95.5;1.824074074;2048
5c;P700200801;RCP85;7;48.134455;481;13.66666667;26.2;18.77741936;110.1333333;1.87037037;2048
5c;P700200801;RCP85;6;48.134455;481;9.833333333;23;20.92444444;73.2;1.981481482;2048
5c;P700200801;RCP85;5;48.134455;481;4.2;17.56666667;21.65698925;89.3;2.175925926;2048
5c;P700200801;RCP85;4;48.134455;481;-2.833333333;9.066666667;18.82;68.16666667;2.462962963;2048
5c;P700200801;RCP85;3;48.134455;481;-11.76666667;1.166666667;14.7516129;47.13333333;2.259259259;2048
5c;P700200801;RCP85;1;48.134455;481;-17.83333333;-6.566666667;6.219354839;57.83333333;2.046296296;2048
5c;P700200801;RCP85;2;48.134455;481;-17.03333333;-4.5;9.38;47.33333333;2.111111111;2048
5c;P700200801;RCP85;9;48.134455;481;7.966666667;19.93333333;12.15666667;82.5;1.935185185;2048
5c;P700200801;RCP85;12;48.134455;481;-13.93333333;-4.2;4.943010753;64.03333333;2.064814815;2048
5c;P700200801;RCP85;11;48.134455;481;-4.5;3.333333333;4.713333333;77.86666667;2.222222222;2048
5c;P700200801;RCP85;10;48.134455;481;2;11.36666667;7.169892473;78.53333333;2.12962963;2048
5c;P700200801;RCP85;8;48.134455;481;12.2;24.56666667;16.42688172;95.5;1.824074074;2049
5c;P700200801;RCP85;7;48.134455;481;13.66666667;26.2;18.77741936;110.1333333;1.87037037;2049
5c;P700200801;RCP85;6;48.134455;481;9.833333333;23;20.92444444;73.2;1.981481482;2049
5c;P700200801;RCP85;5;48.134455;481;4.2;17.56666667;21.65698925;89.3;2.175925926;2049
5c;P700200801;RCP85;4;48.134455;481;-2.833333333;9.066666667;18.82;68.16666667;2.462962963;2049
5c;P700200801;RCP85;3;48.134455;481;-11.76666667;1.166666667;14.7516129;47.13333333;2.259259259;2049
5c;P700200801;RCP85;1;48.134455;481;-17.83333333;-6.566666667;6.219354839;57.83333333;2.046296296;2049
5c;P700200801;RCP85;2;48.134455;481;-17.03333333;-4.5;9.38;47.33333333;2.111111111;2049
5c;P700200801;RCP85;9;48.134455;481;7.966666667;19.93333333;12.15666667;82.5;1.935185185;2049
5c;P700200801;RCP85;12;48.134455;481;-13.93333333;-4.2;4.943010753;64.03333333;2.064814815;2049
5c;P700200801;RCP85;11;48.134455;481;-4.5;3.333333333;4.713333333;77.86666667;2.222222222;2049
5c;P700200801;RCP85;10;48.134455;481;2;11.36666667;7.169892473;78.53333333;2.12962963;2049
5c;P700200801;RCP85;8;48.134455;481;12.2;24.56666667;16.42688172;95.5;1.824074074;2050
5c;P700200801;RCP85;7;48.134455;481;13.66666667;26.2;18.77741936;110.1333333;1.87037037;2050
5c;P700200801;RCP85;6;48.134455;481;9.833333333;23;20.92444444;73.2;1.981481482;2050
5c;P700200801;RCP85;5;48.134455;481;4.2;17.56666667;21.65698925;89.3;2.175925926;2050
5c;P700200801;RCP85;4;48.134455;481;-2.833333333;9.066666667;18.82;68.16666667;2.462962963;2050
5c;P700200801;RCP85;3;48.134455;481;-11.76666667;1.166666667;14.7516129;47.13333333;2.259259259;2050
5c;P700200801;RCP85;1;48.134455;481;-17.83333333;-6.566666667;6.219354839;57.83333333;2.046296296;2050
5c;P700200801;RCP85;2;48.134455;481;-17.03333333;-4.5;9.38;47.33333333;2.111111111;2050
5c;P700200801;RCP85;9;48.134455;481;7.966666667;19.93333333;12.15666667;82.5;1.935185185;2050
5c;P700200801;RCP85;12;48.134455;481;-13.93333333;-4.2;4.943010753;64.03333333;2.064814815;2050
5c;P700200801;RCP85;11;48.134455;481;-4.5;3.333333333;4.713333333;77.86666667;2.222222222;2050
5c;P700200801;RCP85;10;48.134455;481;2;11.36666667;7.169892473;78.53333333;2.12962963;2050
5c;P700200801;RCP85;3;48.134455;481;-10.73333333;1.833333333;14.67096774;50.16666667;2.240740741;2051
5c;P700200801;RCP85;4;48.134455;481;-1.6;10.1;18.39;69.6;2.5;2051
5c;P700200801;RCP85;5;48.134455;481;5.033333333;18.53333333;21.34193548;96.76666667;2.157407407;2051
5c;P700200801;RCP85;6;48.134455;481;10.86666667;24.2;20.69222222;75.3;1.953703704;2051
5c;P700200801;RCP85;7;48.134455;481;14.6;27.03333333;18.63010753;108.4666667;1.861111111;2051
5c;P700200801;RCP85;8;48.134455;481;13.23333333;25.7;16.49892473;88.83333333;1.814814815;2051
5c;P700200801;RCP85;9;48.134455;481;8.666666667;20.53333333;12.10777778;79.4;1.944444444;2051
5c;P700200801;RCP85;2;48.134455;481;-15.83333333;-3.8;9.243333333;42.96666667;2.083333333;2051
5c;P700200801;RCP85;1;48.134455;481;-16.76666667;-5.8;6.116129032;56.3;2.083333333;2051
5c;P700200801;RCP85;12;48.134455;481;-12.8;-3.266666667;4.841935484;64.9;2.064814815;2051
5c;P700200801;RCP85;10;48.134455;481;3.033333333;12.46666667;7.124731183;77;2.12962963;2051
5c;P700200801;RCP85;11;48.134455;481;-4.133333333;3.9;4.743333333;75.9;2.212962963;2051
5c;P700200801;RCP85;3;48.134455;481;-10.73333333;1.833333333;14.67096774;50.16666667;2.240740741;2052
5c;P700200801;RCP85;4;48.134455;481;-1.6;10.1;18.39;69.6;2.5;2052
5c;P700200801;RCP85;5;48.134455;481;5.033333333;18.53333333;21.34193548;96.76666667;2.157407407;2052
5c;P700200801;RCP85;6;48.134455;481;10.86666667;24.2;20.69222222;75.3;1.953703704;2052
5c;P700200801;RCP85;7;48.134455;481;14.6;27.03333333;18.63010753;108.4666667;1.861111111;2052
5c;P700200801;RCP85;8;48.134455;481;13.23333333;25.7;16.49892473;88.83333333;1.814814815;2052
5c;P700200801;RCP85;9;48.134455;481;8.666666667;20.53333333;12.10777778;79.4;1.944444444;2052
5c;P700200801;RCP85;2;48.134455;481;-15.83333333;-3.8;9.243333333;42.96666667;2.083333333;2052
5c;P700200801;RCP85;1;48.134455;481;-16.76666667;-5.8;6.116129032;56.3;2.083333333;2052
5c;P700200801;RCP85;12;48.134455;481;-12.8;-3.266666667;4.841935484;64.9;2.064814815;2052
5c;P700200801;RCP85;10;48.134455;481;3.033333333;12.46666667;7.124731183;77;2.12962963;2052
5c;P700200801;RCP85;11;48.134455;481;-4.133333333;3.9;4.743333333;75.9;2.212962963;2052
5c;P700200801;RCP85;3;48.134455;481;-10.73333333;1.833333333;14.67096774;50.16666667;2.240740741;2053
5c;P700200801;RCP85;4;48.134455;481;-1.6;10.1;18.39;69.6;2.5;2053
5c;P700200801;RCP85;5;48.134455;481;5.033333333;18.53333333;21.34193548;96.76666667;2.157407407;2053
5c;P700200801;RCP85;6;48.134455;481;10.86666667;24.2;20.69222222;75.3;1.953703704;2053
5c;P700200801;RCP85;7;48.134455;481;14.6;27.03333333;18.63010753;108.4666667;1.861111111;2053
5c;P700200801;RCP85;8;48.134455;481;13.23333333;25.7;16.49892473;88.83333333;1.814814815;2053
5c;P700200801;RCP85;9;48.134455;481;8.666666667;20.53333333;12.10777778;79.4;1.944444444;2053
5c;P700200801;RCP85;2;48.134455;481;-15.83333333;-3.8;9.243333333;42.96666667;2.083333333;2053
5c;P700200801;RCP85;1;48.134455;481;-16.76666667;-5.8;6.116129032;56.3;2.083333333;2053
5c;P700200801;RCP85;12;48.134455;481;-12.8;-3.266666667;4.841935484;64.9;2.064814815;2053
5c;P700200801;RCP85;10;48.134455;481;3.033333333;12.46666667;7.124731183;77;2.12962963;2053
5c;P700200801;RCP85;11;48.134455;481;-4.133333333;3.9;4.743333333;75.9;2.212962963;2053
5c;P700200801;RCP85;3;48.134455;481;-10.73333333;1.833333333;14.67096774;50.16666667;2.240740741;2054
5c;P700200801;RCP85;4;48.134455;481;-1.6;10.1;18.39;69.6;2.5;2054
5c;P700200801;RCP85;5;48.134455;481;5.033333333;18.53333333;21.34193548;96.76666667;2.157407407;2054
5c;P700200801;RCP85;6;48.134455;481;10.86666667;24.2;20.69222222;75.3;1.953703704;2054
5c;P700200801;RCP85;7;48.134455;481;14.6;27.03333333;18.63010753;108.4666667;1.861111111;2054
5c;P700200801;RCP85;8;48.134455;481;13.23333333;25.7;16.49892473;88.83333333;1.814814815;2054
5c;P700200801;RCP85;9;48.134455;481;8.666666667;20.53333333;12.10777778;79.4;1.944444444;2054
5c;P700200801;RCP85;2;48.134455;481;-15.83333333;-3.8;9.243333333;42.96666667;2.083333333;2054
5c;P700200801;RCP85;1;48.134455;481;-16.76666667;-5.8;6.116129032;56.3;2.083333333;2054
5c;P700200801;RCP85;12;48.134455;481;-12.8;-3.266666667;4.841935484;64.9;2.064814815;2054
5c;P700200801;RCP85;10;48.134455;481;3.033333333;12.46666667;7.124731183;77;2.12962963;2054
5c;P700200801;RCP85;11;48.134455;481;-4.133333333;3.9;4.743333333;75.9;2.212962963;2054
5c;P700200801;RCP85;3;48.134455;481;-10.73333333;1.833333333;14.67096774;50.16666667;2.240740741;2055
5c;P700200801;RCP85;4;48.134455;481;-1.6;10.1;18.39;69.6;2.5;2055
5c;P700200801;RCP85;5;48.134455;481;5.033333333;18.53333333;21.34193548;96.76666667;2.157407407;2055
5c;P700200801;RCP85;6;48.134455;481;10.86666667;24.2;20.69222222;75.3;1.953703704;2055
5c;P700200801;RCP85;7;48.134455;481;14.6;27.03333333;18.63010753;108.4666667;1.861111111;2055
5c;P700200801;RCP85;8;48.134455;481;13.23333333;25.7;16.49892473;88.83333333;1.814814815;2055
5c;P700200801;RCP85;9;48.134455;481;8.666666667;20.53333333;12.10777778;79.4;1.944444444;2055
5c;P700200801;RCP85;2;48.134455;481;-15.83333333;-3.8;9.243333333;42.96666667;2.083333333;2055
5c;P700200801;RCP85;1;48.134455;481;-16.76666667;-5.8;6.116129032;56.3;2.083333333;2055
5c;P700200801;RCP85;12;48.134455;481;-12.8;-3.266666667;4.841935484;64.9;2.064814815;2055
5c;P700200801;RCP85;10;48.134455;481;3.033333333;12.46666667;7.124731183;77;2.12962963;2055
5c;P700200801;RCP85;11;48.134455;481;-4.133333333;3.9;4.743333333;75.9;2.212962963;2055
5c;P700200801;RCP85;3;48.134455;481;-10.73333333;1.833333333;14.67096774;50.16666667;2.240740741;2056
5c;P700200801;RCP85;4;48.134455;481;-1.6;10.1;18.39;69.6;2.5;2056
5c;P700200801;RCP85;5;48.134455;481;5.033333333;18.53333333;21.34193548;96.76666667;2.157407407;2056
5c;P700200801;RCP85;6;48.134455;481;10.86666667;24.2;20.69222222;75.3;1.953703704;2056
5c;P700200801;RCP85;7;48.134455;481;14.6;27.03333333;18.63010753;108.4666667;1.861111111;2056
5c;P700200801;RCP85;8;48.134455;481;13.23333333;25.7;16.49892473;88.83333333;1.814814815;2056
5c;P700200801;RCP85;9;48.134455;481;8.666666667;20.53333333;12.10777778;79.4;1.944444444;2056
5c;P700200801;RCP85;2;48.134455;481;-15.83333333;-3.8;9.243333333;42.96666667;2.083333333;2056
5c;P700200801;RCP85;1;48.134455;481;-16.76666667;-5.8;6.116129032;56.3;2.083333333;2056
5c;P700200801;RCP85;12;48.134455;481;-12.8;-3.266666667;4.841935484;64.9;2.064814815;2056
5c;P700200801;RCP85;10;48.134455;481;3.033333333;12.46666667;7.124731183;77;2.12962963;2056
5c;P700200801;RCP85;11;48.134455;481;-4.133333333;3.9;4.743333333;75.9;2.212962963;2056
5c;P700200801;RCP85;3;48.134455;481;-10.73333333;1.833333333;14.67096774;50.16666667;2.240740741;2057
5c;P700200801;RCP85;4;48.134455;481;-1.6;10.1;18.39;69.6;2.5;2057
5c;P700200801;RCP85;5;48.134455;481;5.033333333;18.53333333;21.34193548;96.76666667;2.157407407;2057
5c;P700200801;RCP85;6;48.134455;481;10.86666667;24.2;20.69222222;75.3;1.953703704;2057
5c;P700200801;RCP85;7;48.134455;481;14.6;27.03333333;18.63010753;108.4666667;1.861111111;2057
5c;P700200801;RCP85;8;48.134455;481;13.23333333;25.7;16.49892473;88.83333333;1.814814815;2057
5c;P700200801;RCP85;9;48.134455;481;8.666666667;20.53333333;12.10777778;79.4;1.944444444;2057
5c;P700200801;RCP85;2;48.134455;481;-15.83333333;-3.8;9.243333333;42.96666667;2.083333333;2057
5c;P700200801;RCP85;1;48.134455;481;-16.76666667;-5.8;6.116129032;56.3;2.083333333;2057
5c;P700200801;RCP85;12;48.134455;481;-12.8;-3.266666667;4.841935484;64.9;2.064814815;2057
5c;P700200801;RCP85;10;48.134455;481;3.033333333;12.46666667;7.124731183;77;2.12962963;2057
5c;P700200801;RCP85;11;48.134455;481;-4.133333333;3.9;4.743333333;75.9;2.212962963;2057
5c;P700200801;RCP85;3;48.134455;481;-10.73333333;1.833333333;14.67096774;50.16666667;2.240740741;2058
5c;P700200801;RCP85;4;48.134455;481;-1.6;10.1;18.39;69.6;2.5;2058
5c;P700200801;RCP85;5;48.134455;481;5.033333333;18.53333333;21.34193548;96.76666667;2.157407407;2058
5c;P700200801;RCP85;6;48.134455;481;10.86666667;24.2;20.69222222;75.3;1.953703704;2058
5c;P700200801;RCP85;7;48.134455;481;14.6;27.03333333;18.63010753;108.4666667;1.861111111;2058
5c;P700200801;RCP85;8;48.134455;481;13.23333333;25.7;16.49892473;88.83333333;1.814814815;2058
5c;P700200801;RCP85;9;48.134455;481;8.666666667;20.53333333;12.10777778;79.4;1.944444444;2058
5c;P700200801;RCP85;2;48.134455;481;-15.83333333;-3.8;9.243333333;42.96666667;2.083333333;2058
5c;P700200801;RCP85;1;48.134455;481;-16.76666667;-5.8;6.116129032;56.3;2.083333333;2058
5c;P700200801;RCP85;12;48.134455;481;-12.8;-3.266666667;4.841935484;64.9;2.064814815;2058
5c;P700200801;RCP85;10;48.134455;481;3.033333333;12.46666667;7.124731183;77;2.12962963;2058
5c;P700200801;RCP85;11;48.134455;481;-4.133333333;3.9;4.743333333;75.9;2.212962963;2058
5c;P700200801;RCP85;3;48.134455;481;-10.73333333;1.833333333;14.67096774;50.16666667;2.240740741;2059
5c;P700200801;RCP85;4;48.134455;481;-1.6;10.1;18.39;69.6;2.5;2059
5c;P700200801;RCP85;5;48.134455;481;5.033333333;18.53333333;21.34193548;96.76666667;2.157407407;2059
5c;P700200801;RCP85;6;48.134455;481;10.86666667;24.2;20.69222222;75.3;1.953703704;2059
5c;P700200801;RCP85;7;48.134455;481;14.6;27.03333333;18.63010753;108.4666667;1.861111111;2059
5c;P700200801;RCP85;8;48.134455;481;13.23333333;25.7;16.49892473;88.83333333;1.814814815;2059
5c;P700200801;RCP85;9;48.134455;481;8.666666667;20.53333333;12.10777778;79.4;1.944444444;2059
5c;P700200801;RCP85;2;48.134455;481;-15.83333333;-3.8;9.243333333;42.96666667;2.083333333;2059
5c;P700200801;RCP85;1;48.134455;481;-16.76666667;-5.8;6.116129032;56.3;2.083333333;2059
5c;P700200801;RCP85;12;48.134455;481;-12.8;-3.266666667;4.841935484;64.9;2.064814815;2059
5c;P700200801;RCP85;10;48.134455;481;3.033333333;12.46666667;7.124731183;77;2.12962963;2059
5c;P700200801;RCP85;11;48.134455;481;-4.133333333;3.9;4.743333333;75.9;2.212962963;2059
5c;P700200801;RCP85;3;48.134455;481;-10.73333333;1.833333333;14.67096774;50.16666667;2.240740741;2060
5c;P700200801;RCP85;4;48.134455;481;-1.6;10.1;18.39;69.6;2.5;2060
5c;P700200801;RCP85;5;48.134455;481;5.033333333;18.53333333;21.34193548;96.76666667;2.157407407;2060
5c;P700200801;RCP85;6;48.134455;481;10.86666667;24.2;20.69222222;75.3;1.953703704;2060
5c;P700200801;RCP85;7;48.134455;481;14.6;27.03333333;18.63010753;108.4666667;1.861111111;2060
5c;P700200801;RCP85;8;48.134455;481;13.23333333;25.7;16.49892473;88.83333333;1.814814815;2060
5c;P700200801;RCP85;9;48.134455;481;8.666666667;20.53333333;12.10777778;79.4;1.944444444;2060
5c;P700200801;RCP85;2;48.134455;481;-15.83333333;-3.8;9.243333333;42.96666667;2.083333333;2060
5c;P700200801;RCP85;1;48.134455;481;-16.76666667;-5.8;6.116129032;56.3;2.083333333;2060
5c;P700200801;RCP85;12;48.134455;481;-12.8;-3.266666667;4.841935484;64.9;2.064814815;2060
5c;P700200801;RCP85;10;48.134455;481;3.033333333;12.46666667;7.124731183;77;2.12962963;2060
5c;P700200801;RCP85;11;48.134455;481;-4.133333333;3.9;4.743333333;75.9;2.212962963;2060
5c;P700200801;RCP85;4;48.134455;481;-0.433333333;10.83333333;18.10777778;77.63333333;2.537037037;2061
5c;P700200801;RCP85;5;48.134455;481;5.966666667;19.13333333;20.97311828;97.2;2.148148148;2061
5c;P700200801;RCP85;6;48.134455;481;11.73333333;25.2;20.69888889;68.93333333;1.962962963;2061
5c;P700200801;RCP85;7;48.134455;481;15.6;28.03333333;18.50860215;103.4666667;1.842592593;2061
5c;P700200801;RCP85;8;48.134455;481;14.16666667;26.86666667;16.67956989;96;1.777777778;2061
5c;P700200801;RCP85;9;48.134455;481;9.566666667;21.33333333;11.95555556;81.96666667;1.925925926;2061
5c;P700200801;RCP85;10;48.134455;481;3.966666667;13.53333333;7.15483871;70.33333333;2.138888889;2061
5c;P700200801;RCP85;1;48.134455;481;-15.13333333;-4.566666667;6.177419355;60.06666667;2.046296296;2061
5c;P700200801;RCP85;3;48.134455;481;-9.833333333;2.433333333;14.8139785;48.36666667;2.314814815;2061
5c;P700200801;RCP85;2;48.134455;481;-14.13333333;-2.5;9.328888889;46.6;2.148148148;2061
5c;P700200801;RCP85;12;48.134455;481;-12.2;-2.833333333;4.846236559;73.76666667;2.074074074;2061
5c;P700200801;RCP85;11;48.134455;481;-3.366666667;4.6;4.606666667;81.63333333;2.268518519;2061
5c;P700200801;RCP85;4;48.134455;481;-0.433333333;10.83333333;18.10777778;77.63333333;2.537037037;2062
5c;P700200801;RCP85;5;48.134455;481;5.966666667;19.13333333;20.97311828;97.2;2.148148148;2062
5c;P700200801;RCP85;6;48.134455;481;11.73333333;25.2;20.69888889;68.93333333;1.962962963;2062
5c;P700200801;RCP85;7;48.134455;481;15.6;28.03333333;18.50860215;103.4666667;1.842592593;2062
5c;P700200801;RCP85;8;48.134455;481;14.16666667;26.86666667;16.67956989;96;1.777777778;2062
5c;P700200801;RCP85;9;48.134455;481;9.566666667;21.33333333;11.95555556;81.96666667;1.925925926;2062
5c;P700200801;RCP85;10;48.134455;481;3.966666667;13.53333333;7.15483871;70.33333333;2.138888889;2062
5c;P700200801;RCP85;1;48.134455;481;-15.13333333;-4.566666667;6.177419355;60.06666667;2.046296296;2062
5c;P700200801;RCP85;3;48.134455;481;-9.833333333;2.433333333;14.8139785;48.36666667;2.314814815;2062
5c;P700200801;RCP85;2;48.134455;481;-14.13333333;-2.5;9.328888889;46.6;2.148148148;2062
5c;P700200801;RCP85;12;48.134455;481;-12.2;-2.833333333;4.846236559;73.76666667;2.074074074;2062
5c;P700200801;RCP85;11;48.134455;481;-3.366666667;4.6;4.606666667;81.63333333;2.268518519;2062
5c;P700200801;RCP85;4;48.134455;481;-0.433333333;10.83333333;18.10777778;77.63333333;2.537037037;2063
5c;P700200801;RCP85;5;48.134455;481;5.966666667;19.13333333;20.97311828;97.2;2.148148148;2063
5c;P700200801;RCP85;6;48.134455;481;11.73333333;25.2;20.69888889;68.93333333;1.962962963;2063
5c;P700200801;RCP85;7;48.134455;481;15.6;28.03333333;18.50860215;103.4666667;1.842592593;2063
5c;P700200801;RCP85;8;48.134455;481;14.16666667;26.86666667;16.67956989;96;1.777777778;2063
5c;P700200801;RCP85;9;48.134455;481;9.566666667;21.33333333;11.95555556;81.96666667;1.925925926;2063
5c;P700200801;RCP85;10;48.134455;481;3.966666667;13.53333333;7.15483871;70.33333333;2.138888889;2063
5c;P700200801;RCP85;1;48.134455;481;-15.13333333;-4.566666667;6.177419355;60.06666667;2.046296296;2063
5c;P700200801;RCP85;3;48.134455;481;-9.833333333;2.433333333;14.8139785;48.36666667;2.314814815;2063
5c;P700200801;RCP85;2;48.134455;481;-14.13333333;-2.5;9.328888889;46.6;2.148148148;2063
5c;P700200801;RCP85;12;48.134455;481;-12.2;-2.833333333;4.846236559;73.76666667;2.074074074;2063
5c;P700200801;RCP85;11;48.134455;481;-3.366666667;4.6;4.606666667;81.63333333;2.268518519;2063
5c;P700200801;RCP85;4;48.134455;481;-0.433333333;10.83333333;18.10777778;77.63333333;2.537037037;2064
5c;P700200801;RCP85;5;48.134455;481;5.966666667;19.13333333;20.97311828;97.2;2.148148148;2064
5c;P700200801;RCP85;6;48.134455;481;11.73333333;25.2;20.69888889;68.93333333;1.962962963;2064
5c;P700200801;RCP85;7;48.134455;481;15.6;28.03333333;18.50860215;103.4666667;1.842592593;2064
5c;P700200801;RCP85;8;48.134455;481;14.16666667;26.86666667;16.67956989;96;1.777777778;2064
5c;P700200801;RCP85;9;48.134455;481;9.566666667;21.33333333;11.95555556;81.96666667;1.925925926;2064
5c;P700200801;RCP85;10;48.134455;481;3.966666667;13.53333333;7.15483871;70.33333333;2.138888889;2064
5c;P700200801;RCP85;1;48.134455;481;-15.13333333;-4.566666667;6.177419355;60.06666667;2.046296296;2064
5c;P700200801;RCP85;3;48.134455;481;-9.833333333;2.433333333;14.8139785;48.36666667;2.314814815;2064
5c;P700200801;RCP85;2;48.134455;481;-14.13333333;-2.5;9.328888889;46.6;2.148148148;2064
5c;P700200801;RCP85;12;48.134455;481;-12.2;-2.833333333;4.846236559;73.76666667;2.074074074;2064
5c;P700200801;RCP85;11;48.134455;481;-3.366666667;4.6;4.606666667;81.63333333;2.268518519;2064
5c;P700200801;RCP85;4;48.134455;481;-0.433333333;10.83333333;18.10777778;77.63333333;2.537037037;2065
5c;P700200801;RCP85;5;48.134455;481;5.966666667;19.13333333;20.97311828;97.2;2.148148148;2065
5c;P700200801;RCP85;6;48.134455;481;11.73333333;25.2;20.69888889;68.93333333;1.962962963;2065
5c;P700200801;RCP85;7;48.134455;481;15.6;28.03333333;18.50860215;103.4666667;1.842592593;2065
5c;P700200801;RCP85;8;48.134455;481;14.16666667;26.86666667;16.67956989;96;1.777777778;2065
5c;P700200801;RCP85;9;48.134455;481;9.566666667;21.33333333;11.95555556;81.96666667;1.925925926;2065
