reg_eco;PlacetteID;rcp;Mois;Latitude;Altitude;Tmin;Tmax;Radiation;PTot;Vent2;Annee
5c;P700200801;RCP45;9;48.134455;481;6.3;18.16666667;12.18777778;76.73333333;1.953703704;2037
5c;P700200801;RCP45;10;48.134455;481;0.866666667;10.2;7.219354839;74.23333333;2.092592593;2037
5c;P700200801;RCP45;11;48.134455;481;-5.466666667;3.1;5.124444444;75.53333333;2.175925926;2037
5c;P700200801;RCP45;12;48.134455;481;-14.5;-4.3;4.965591398;64.33333333;2.074074074;2037
5c;P700200801;RCP45;6;48.134455;481;8.366666667;21.8;21.17;82.6;1.953703704;2038
5c;P700200801;RCP45;5;48.134455;481;3.466666667;17.13333333;22.2516129;91.06666667;2.111111111;2038
5c;P700200801;RCP45;4;48.134455;481;-3.266666667;8.433333333;18.63111111;64.8;2.333333333;2038
5c;P700200801;RCP45;2;48.134455;481;-19.2;-5.933333333;9.411111111;38.23333333;2.027777778;2038
5c;P700200801;RCP45;3;48.134455;481;-13.16666667;0.133333333;14.72580645;46.16666667;2.166666667;2038
5c;P700200801;RCP45;1;48.134455;481;-19.6;-7.866666667;6.343010753;56.03333333;2;2038
5c;P700200801;RCP45;7;48.134455;481;12.4;25.06666667;19.17204301;92.96666667;1.824074074;2038
5c;P700200801;RCP45;8;48.134455;481;10.96666667;23.5;16.42258065;93.53333333;1.833333333;2038
5c;P700200801;RCP45;9;48.134455;481;6.3;18.16666667;12.18777778;76.73333333;1.953703704;2038
5c;P700200801;RCP45;10;48.134455;481;0.866666667;10.2;7.219354839;74.23333333;2.092592593;2038
5c;P700200801;RCP45;11;48.134455;481;-5.466666667;3.1;5.124444444;75.53333333;2.175925926;2038
5c;P700200801;RCP45;12;48.134455;481;-14.5;-4.3;4.965591398;64.33333333;2.074074074;2038
5c;P700200801;RCP45;6;48.134455;481;8.366666667;21.8;21.17;82.6;1.953703704;2039
5c;P700200801;RCP45;5;48.134455;481;3.466666667;17.13333333;22.2516129;91.06666667;2.111111111;2039
5c;P700200801;RCP45;4;48.134455;481;-3.266666667;8.433333333;18.63111111;64.8;2.333333333;2039
5c;P700200801;RCP45;2;48.134455;481;-19.2;-5.933333333;9.411111111;38.23333333;2.027777778;2039
5c;P700200801;RCP45;3;48.134455;481;-13.16666667;0.133333333;14.72580645;46.16666667;2.166666667;2039
5c;P700200801;RCP45;1;48.134455;481;-19.6;-7.866666667;6.343010753;56.03333333;2;2039
5c;P700200801;RCP45;7;48.134455;481;12.4;25.06666667;19.17204301;92.96666667;1.824074074;2039
5c;P700200801;RCP45;8;48.134455;481;10.96666667;23.5;16.42258065;93.53333333;1.833333333;2039
5c;P700200801;RCP45;9;48.134455;481;6.3;18.16666667;12.18777778;76.73333333;1.953703704;2039
5c;P700200801;RCP45;10;48.134455;481;0.866666667;10.2;7.219354839;74.23333333;2.092592593;2039
5c;P700200801;RCP45;11;48.134455;481;-5.466666667;3.1;5.124444444;75.53333333;2.175925926;2039
5c;P700200801;RCP45;12;48.134455;481;-14.5;-4.3;4.965591398;64.33333333;2.074074074;2039
5c;P700200801;RCP45;6;48.134455;481;8.366666667;21.8;21.17;82.6;1.953703704;2040
5c;P700200801;RCP45;5;48.134455;481;3.466666667;17.13333333;22.2516129;91.06666667;2.111111111;2040
5c;P700200801;RCP45;4;48.134455;481;-3.266666667;8.433333333;18.63111111;64.8;2.333333333;2040
5c;P700200801;RCP45;2;48.134455;481;-19.2;-5.933333333;9.411111111;38.23333333;2.027777778;2040
5c;P700200801;RCP45;3;48.134455;481;-13.16666667;0.133333333;14.72580645;46.16666667;2.166666667;2040
5c;P700200801;RCP45;1;48.134455;481;-19.6;-7.866666667;6.343010753;56.03333333;2;2040
5c;P700200801;RCP45;7;48.134455;481;12.4;25.06666667;19.17204301;92.96666667;1.824074074;2040
5c;P700200801;RCP45;8;48.134455;481;10.96666667;23.5;16.42258065;93.53333333;1.833333333;2040
5c;P700200801;RCP45;9;48.134455;481;6.3;18.16666667;12.18777778;76.73333333;1.953703704;2040
5c;P700200801;RCP45;10;48.134455;481;0.866666667;10.2;7.219354839;74.23333333;2.092592593;2040
5c;P700200801;RCP45;11;48.134455;481;-5.466666667;3.1;5.124444444;75.53333333;2.175925926;2040
5c;P700200801;RCP45;12;48.134455;481;-14.5;-4.3;4.965591398;64.33333333;2.074074074;2040
5c;P700200801;RCP45;8;48.134455;481;11.63333333;24.13333333;16.34086022;93.53333333;1.796296296;2041
5c;P700200801;RCP45;7;48.134455;481;12.86666667;25.53333333;19.27634409;93.83333333;1.805555556;2041
5c;P700200801;RCP45;6;48.134455;481;8.933333333;22.33333333;21.37333333;81.43333333;1.916666667;2041
5c;P700200801;RCP45;5;48.134455;481;4.066666667;17.13333333;21.85268817;95.7;2.092592593;2041
5c;P700200801;RCP45;4;48.134455;481;-2.666666667;9.033333333;18.63;68.16666667;2.333333333;2041
5c;P700200801;RCP45;3;48.134455;481;-12.03333333;1.033333333;14.70645161;49.73333333;2.212962963;2041
5c;P700200801;RCP45;1;48.134455;481;-19.06666667;-7.433333333;6.31827957;59.43333333;1.990740741;2041
5c;P700200801;RCP45;2;48.134455;481;-18.16666667;-5.3;9.312222222;42.33333333;2.046296296;2041
5c;P700200801;RCP45;9;48.134455;481;6.833333333;18.63333333;12.21555556;83.96666667;1.925925926;2041
5c;P700200801;RCP45;12;48.134455;481;-14.03333333;-4.266666667;4.911827957;65.3;2.046296296;2041
5c;P700200801;RCP45;11;48.134455;481;-5.1;3.3;4.991111111;74.16666667;2.166666667;2041
5c;P700200801;RCP45;10;48.134455;481;1.033333333;10.4;7.239784946;80.3;2.055555556;2041
5c;P700200801;RCP45;8;48.134455;481;11.63333333;24.13333333;16.34086022;93.53333333;1.796296296;2042
5c;P700200801;RCP45;7;48.134455;481;12.86666667;25.53333333;19.27634409;93.83333333;1.805555556;2042
5c;P700200801;RCP45;6;48.134455;481;8.933333333;22.33333333;21.37333333;81.43333333;1.916666667;2042
5c;P700200801;RCP45;5;48.134455;481;4.066666667;17.13333333;21.85268817;95.7;2.092592593;2042
5c;P700200801;RCP45;4;48.134455;481;-2.666666667;9.033333333;18.63;68.16666667;2.333333333;2042
5c;P700200801;RCP45;3;48.134455;481;-12.03333333;1.033333333;14.70645161;49.73333333;2.212962963;2042
5c;P700200801;RCP45;1;48.134455;481;-19.06666667;-7.433333333;6.31827957;59.43333333;1.990740741;2042
5c;P700200801;RCP45;2;48.134455;481;-18.16666667;-5.3;9.312222222;42.33333333;2.046296296;2042
5c;P700200801;RCP45;9;48.134455;481;6.833333333;18.63333333;12.21555556;83.96666667;1.925925926;2042
5c;P700200801;RCP45;12;48.134455;481;-14.03333333;-4.266666667;4.911827957;65.3;2.046296296;2042
5c;P700200801;RCP45;11;48.134455;481;-5.1;3.3;4.991111111;74.16666667;2.166666667;2042
5c;P700200801;RCP45;10;48.134455;481;1.033333333;10.4;7.239784946;80.3;2.055555556;2042
5c;P700200801;RCP45;8;48.134455;481;11.63333333;24.13333333;16.34086022;93.53333333;1.796296296;2043
5c;P700200801;RCP45;7;48.134455;481;12.86666667;25.53333333;19.27634409;93.83333333;1.805555556;2043
5c;P700200801;RCP45;6;48.134455;481;8.933333333;22.33333333;21.37333333;81.43333333;1.916666667;2043
5c;P700200801;RCP45;5;48.134455;481;4.066666667;17.13333333;21.85268817;95.7;2.092592593;2043
5c;P700200801;RCP45;4;48.134455;481;-2.666666667;9.033333333;18.63;68.16666667;2.333333333;2043
5c;P700200801;RCP45;3;48.134455;481;-12.03333333;1.033333333;14.70645161;49.73333333;2.212962963;2043
5c;P700200801;RCP45;1;48.134455;481;-19.06666667;-7.433333333;6.31827957;59.43333333;1.990740741;2043
5c;P700200801;RCP45;2;48.134455;481;-18.16666667;-5.3;9.312222222;42.33333333;2.046296296;2043
5c;P700200801;RCP45;9;48.134455;481;6.833333333;18.63333333;12.21555556;83.96666667;1.925925926;2043
5c;P700200801;RCP45;12;48.134455;481;-14.03333333;-4.266666667;4.911827957;65.3;2.046296296;2043
5c;P700200801;RCP45;11;48.134455;481;-5.1;3.3;4.991111111;74.16666667;2.166666667;2043
5c;P700200801;RCP45;10;48.134455;481;1.033333333;10.4;7.239784946;80.3;2.055555556;2043
5c;P700200801;RCP45;8;48.134455;481;11.63333333;24.13333333;16.34086022;93.53333333;1.796296296;2044
5c;P700200801;RCP45;7;48.134455;481;12.86666667;25.53333333;19.27634409;93.83333333;1.805555556;2044
5c;P700200801;RCP45;6;48.134455;481;8.933333333;22.33333333;21.37333333;81.43333333;1.916666667;2044
5c;P700200801;RCP45;5;48.134455;481;4.066666667;17.13333333;21.85268817;95.7;2.092592593;2044
5c;P700200801;RCP45;4;48.134455;481;-2.666666667;9.033333333;18.63;68.16666667;2.333333333;2044
5c;P700200801;RCP45;3;48.134455;481;-12.03333333;1.033333333;14.70645161;49.73333333;2.212962963;2044
5c;P700200801;RCP45;1;48.134455;481;-19.06666667;-7.433333333;6.31827957;59.43333333;1.990740741;2044
5c;P700200801;RCP45;2;48.134455;481;-18.16666667;-5.3;9.312222222;42.33333333;2.046296296;2044
5c;P700200801;RCP45;9;48.134455;481;6.833333333;18.63333333;12.21555556;83.96666667;1.925925926;2044
5c;P700200801;RCP45;12;48.134455;481;-14.03333333;-4.266666667;4.911827957;65.3;2.046296296;2044
5c;P700200801;RCP45;11;48.134455;481;-5.1;3.3;4.991111111;74.16666667;2.166666667;2044
5c;P700200801;RCP45;10;48.134455;481;1.033333333;10.4;7.239784946;80.3;2.055555556;2044
5c;P700200801;RCP45;8;48.134455;481;11.63333333;24.13333333;16.34086022;93.53333333;1.796296296;2045
5c;P700200801;RCP45;7;48.134455;481;12.86666667;25.53333333;19.27634409;93.83333333;1.805555556;2045
5c;P700200801;RCP45;6;48.134455;481;8.933333333;22.33333333;21.37333333;81.43333333;1.916666667;2045
5c;P700200801;RCP45;5;48.134455;481;4.066666667;17.13333333;21.85268817;95.7;2.092592593;2045
5c;P700200801;RCP45;4;48.134455;481;-2.666666667;9.033333333;18.63;68.16666667;2.333333333;2045
5c;P700200801;RCP45;3;48.134455;481;-12.03333333;1.033333333;14.70645161;49.73333333;2.212962963;2045
5c;P700200801;RCP45;1;48.134455;481;-19.06666667;-7.433333333;6.31827957;59.43333333;1.990740741;2045
5c;P700200801;RCP45;2;48.134455;481;-18.16666667;-5.3;9.312222222;42.33333333;2.046296296;2045
5c;P700200801;RCP45;9;48.134455;481;6.833333333;18.63333333;12.21555556;83.96666667;1.925925926;2045
5c;P700200801;RCP45;12;48.134455;481;-14.03333333;-4.266666667;4.911827957;65.3;2.046296296;2045
5c;P700200801;RCP45;11;48.134455;481;-5.1;3.3;4.991111111;74.16666667;2.166666667;2045
5c;P700200801;RCP45;10;48.134455;481;1.033333333;10.4;7.239784946;80.3;2.055555556;2045
5c;P700200801;RCP45;8;48.134455;481;11.63333333;24.13333333;16.34086022;93.53333333;1.796296296;2046
5c;P700200801;RCP45;7;48.134455;481;12.86666667;25.53333333;19.27634409;93.83333333;1.805555556;2046
5c;P700200801;RCP45;6;48.134455;481;8.933333333;22.33333333;21.37333333;81.43333333;1.916666667;2046
5c;P700200801;RCP45;5;48.134455;481;4.066666667;17.13333333;21.85268817;95.7;2.092592593;2046
5c;P700200801;RCP45;4;48.134455;481;-2.666666667;9.033333333;18.63;68.16666667;2.333333333;2046
5c;P700200801;RCP45;3;48.134455;481;-12.03333333;1.033333333;14.70645161;49.73333333;2.212962963;2046
5c;P700200801;RCP45;1;48.134455;481;-19.06666667;-7.433333333;6.31827957;59.43333333;1.990740741;2046
5c;P700200801;RCP45;2;48.134455;481;-18.16666667;-5.3;9.312222222;42.33333333;2.046296296;2046
5c;P700200801;RCP45;9;48.134455;481;6.833333333;18.63333333;12.21555556;83.96666667;1.925925926;2046
5c;P700200801;RCP45;12;48.134455;481;-14.03333333;-4.266666667;4.911827957;65.3;2.046296296;2046
5c;P700200801;RCP45;11;48.134455;481;-5.1;3.3;4.991111111;74.16666667;2.166666667;2046
5c;P700200801;RCP45;10;48.134455;481;1.033333333;10.4;7.239784946;80.3;2.055555556;2046
5c;P700200801;RCP45;8;48.134455;481;11.63333333;24.13333333;16.34086022;93.53333333;1.796296296;2047
5c;P700200801;RCP45;7;48.134455;481;12.86666667;25.53333333;19.27634409;93.83333333;1.805555556;2047
5c;P700200801;RCP45;6;48.134455;481;8.933333333;22.33333333;21.37333333;81.43333333;1.916666667;2047
5c;P700200801;RCP45;5;48.134455;481;4.066666667;17.13333333;21.85268817;95.7;2.092592593;2047
5c;P700200801;RCP45;4;48.134455;481;-2.666666667;9.033333333;18.63;68.16666667;2.333333333;2047
5c;P700200801;RCP45;3;48.134455;481;-12.03333333;1.033333333;14.70645161;49.73333333;2.212962963;2047
5c;P700200801;RCP45;1;48.134455;481;-19.06666667;-7.433333333;6.31827957;59.43333333;1.990740741;2047
5c;P700200801;RCP45;2;48.134455;481;-18.16666667;-5.3;9.312222222;42.33333333;2.046296296;2047
5c;P700200801;RCP45;9;48.134455;481;6.833333333;18.63333333;12.21555556;83.96666667;1.925925926;2047
5c;P700200801;RCP45;12;48.134455;481;-14.03333333;-4.266666667;4.911827957;65.3;2.046296296;2047
5c;P700200801;RCP45;11;48.134455;481;-5.1;3.3;4.991111111;74.16666667;2.166666667;2047
5c;P700200801;RCP45;10;48.134455;481;1.033333333;10.4;7.239784946;80.3;2.055555556;2047
5c;P700200801;RCP45;8;48.134455;481;11.63333333;24.13333333;16.34086022;93.53333333;1.796296296;2048
5c;P700200801;RCP45;7;48.134455;481;12.86666667;25.53333333;19.27634409;93.83333333;1.805555556;2048
5c;P700200801;RCP45;6;48.134455;481;8.933333333;22.33333333;21.37333333;81.43333333;1.916666667;2048
5c;P700200801;RCP45;5;48.134455;481;4.066666667;17.13333333;21.85268817;95.7;2.092592593;2048
5c;P700200801;RCP45;4;48.134455;481;-2.666666667;9.033333333;18.63;68.16666667;2.333333333;2048
5c;P700200801;RCP45;3;48.134455;481;-12.03333333;1.033333333;14.70645161;49.73333333;2.212962963;2048
5c;P700200801;RCP45;1;48.134455;481;-19.06666667;-7.433333333;6.31827957;59.43333333;1.990740741;2048
5c;P700200801;RCP45;2;48.134455;481;-18.16666667;-5.3;9.312222222;42.33333333;2.046296296;2048
5c;P700200801;RCP45;9;48.134455;481;6.833333333;18.63333333;12.21555556;83.96666667;1.925925926;2048
5c;P700200801;RCP45;12;48.134455;481;-14.03333333;-4.266666667;4.911827957;65.3;2.046296296;2048
5c;P700200801;RCP45;11;48.134455;481;-5.1;3.3;4.991111111;74.16666667;2.166666667;2048
5c;P700200801;RCP45;10;48.134455;481;1.033333333;10.4;7.239784946;80.3;2.055555556;2048
5c;P700200801;RCP45;8;48.134455;481;11.63333333;24.13333333;16.34086022;93.53333333;1.796296296;2049
5c;P700200801;RCP45;7;48.134455;481;12.86666667;25.53333333;19.27634409;93.83333333;1.805555556;2049
5c;P700200801;RCP45;6;48.134455;481;8.933333333;22.33333333;21.37333333;81.43333333;1.916666667;2049
5c;P700200801;RCP45;5;48.134455;481;4.066666667;17.13333333;21.85268817;95.7;2.092592593;2049
5c;P700200801;RCP45;4;48.134455;481;-2.666666667;9.033333333;18.63;68.16666667;2.333333333;2049
5c;P700200801;RCP45;3;48.134455;481;-12.03333333;1.033333333;14.70645161;49.73333333;2.212962963;2049
5c;P700200801;RCP45;1;48.134455;481;-19.06666667;-7.433333333;6.31827957;59.43333333;1.990740741;2049
5c;P700200801;RCP45;2;48.134455;481;-18.16666667;-5.3;9.312222222;42.33333333;2.046296296;2049
5c;P700200801;RCP45;9;48.134455;481;6.833333333;18.63333333;12.21555556;83.96666667;1.925925926;2049
5c;P700200801;RCP45;12;48.134455;481;-14.03333333;-4.266666667;4.911827957;65.3;2.046296296;2049
5c;P700200801;RCP45;11;48.134455;481;-5.1;3.3;4.991111111;74.16666667;2.166666667;2049
5c;P700200801;RCP45;10;48.134455;481;1.033333333;10.4;7.239784946;80.3;2.055555556;2049
5c;P700200801;RCP45;8;48.134455;481;11.63333333;24.13333333;16.34086022;93.53333333;1.796296296;2050
5c;P700200801;RCP45;7;48.134455;481;12.86666667;25.53333333;19.27634409;93.83333333;1.805555556;2050
5c;P700200801;RCP45;6;48.134455;481;8.933333333;22.33333333;21.37333333;81.43333333;1.916666667;2050
5c;P700200801;RCP45;5;48.134455;481;4.066666667;17.13333333;21.85268817;95.7;2.092592593;2050
5c;P700200801;RCP45;4;48.134455;481;-2.666666667;9.033333333;18.63;68.16666667;2.333333333;2050
5c;P700200801;RCP45;3;48.134455;481;-12.03333333;1.033333333;14.70645161;49.73333333;2.212962963;2050
5c;P700200801;RCP45;1;48.134455;481;-19.06666667;-7.433333333;6.31827957;59.43333333;1.990740741;2050
5c;P700200801;RCP45;2;48.134455;481;-18.16666667;-5.3;9.312222222;42.33333333;2.046296296;2050
5c;P700200801;RCP45;9;48.134455;481;6.833333333;18.63333333;12.21555556;83.96666667;1.925925926;2050
5c;P700200801;RCP45;12;48.134455;481;-14.03333333;-4.266666667;4.911827957;65.3;2.046296296;2050
5c;P700200801;RCP45;11;48.134455;481;-5.1;3.3;4.991111111;74.16666667;2.166666667;2050
5c;P700200801;RCP45;10;48.134455;481;1.033333333;10.4;7.239784946;80.3;2.055555556;2050
5c;P700200801;RCP45;3;48.134455;481;-11.73333333;1.4;14.86021505;48.06666667;2.185185185;2051
5c;P700200801;RCP45;4;48.134455;481;-1.966666667;9.7;18.51444444;68.13333333;2.361111111;2051
5c;P700200801;RCP45;5;48.134455;481;4.233333333;17.36666667;21.55591398;89.33333333;2.092592593;2051
5c;P700200801;RCP45;6;48.134455;481;9.333333333;22.66666667;21.21777778;77.23333333;1.925925926;2051
5c;P700200801;RCP45;7;48.134455;481;13.2;25.73333333;19.21075269;99.46666667;1.805555556;2051
5c;P700200801;RCP45;8;48.134455;481;12.23333333;24.56666667;16.30107527;95.66666667;1.796296296;2051
5c;P700200801;RCP45;9;48.134455;481;7.5;19.06666667;12.02222222;78.73333333;1.898148148;2051
5c;P700200801;RCP45;2;48.134455;481;-17.13333333;-4.633333333;9.338888889;45.06666667;2.092592593;2051
5c;P700200801;RCP45;1;48.134455;481;-18.2;-6.833333333;6.220430108;59.06666667;2.037037037;2051
5c;P700200801;RCP45;12;48.134455;481;-13.7;-3.9;4.921505376;65.83333333;2.037037037;2051
5c;P700200801;RCP45;10;48.134455;481;1.733333333;11.1;7.253763441;77.6;2.055555556;2051
5c;P700200801;RCP45;11;48.134455;481;-4.533333333;3.566666667;4.85;77.16666667;2.157407407;2051
5c;P700200801;RCP45;3;48.134455;481;-11.73333333;1.4;14.86021505;48.06666667;2.185185185;2052
5c;P700200801;RCP45;4;48.134455;481;-1.966666667;9.7;18.51444444;68.13333333;2.361111111;2052
5c;P700200801;RCP45;5;48.134455;481;4.233333333;17.36666667;21.55591398;89.33333333;2.092592593;2052
5c;P700200801;RCP45;6;48.134455;481;9.333333333;22.66666667;21.21777778;77.23333333;1.925925926;2052
5c;P700200801;RCP45;7;48.134455;481;13.2;25.73333333;19.21075269;99.46666667;1.805555556;2052
5c;P700200801;RCP45;8;48.134455;481;12.23333333;24.56666667;16.30107527;95.66666667;1.796296296;2052
5c;P700200801;RCP45;9;48.134455;481;7.5;19.06666667;12.02222222;78.73333333;1.898148148;2052
5c;P700200801;RCP45;2;48.134455;481;-17.13333333;-4.633333333;9.338888889;45.06666667;2.092592593;2052
5c;P700200801;RCP45;1;48.134455;481;-18.2;-6.833333333;6.220430108;59.06666667;2.037037037;2052
5c;P700200801;RCP45;12;48.134455;481;-13.7;-3.9;4.921505376;65.83333333;2.037037037;2052
5c;P700200801;RCP45;10;48.134455;481;1.733333333;11.1;7.253763441;77.6;2.055555556;2052
5c;P700200801;RCP45;11;48.134455;481;-4.533333333;3.566666667;4.85;77.16666667;2.157407407;2052
5c;P700200801;RCP45;3;48.134455;481;-11.73333333;1.4;14.86021505;48.06666667;2.185185185;2053
5c;P700200801;RCP45;4;48.134455;481;-1.966666667;9.7;18.51444444;68.13333333;2.361111111;2053
5c;P700200801;RCP45;5;48.134455;481;4.233333333;17.36666667;21.55591398;89.33333333;2.092592593;2053
5c;P700200801;RCP45;6;48.134455;481;9.333333333;22.66666667;21.21777778;77.23333333;1.925925926;2053
5c;P700200801;RCP45;7;48.134455;481;13.2;25.73333333;19.21075269;99.46666667;1.805555556;2053
5c;P700200801;RCP45;8;48.134455;481;12.23333333;24.56666667;16.30107527;95.66666667;1.796296296;2053
5c;P700200801;RCP45;9;48.134455;481;7.5;19.06666667;12.02222222;78.73333333;1.898148148;2053
5c;P700200801;RCP45;2;48.134455;481;-17.13333333;-4.633333333;9.338888889;45.06666667;2.092592593;2053
5c;P700200801;RCP45;1;48.134455;481;-18.2;-6.833333333;6.220430108;59.06666667;2.037037037;2053
5c;P700200801;RCP45;12;48.134455;481;-13.7;-3.9;4.921505376;65.83333333;2.037037037;2053
5c;P700200801;RCP45;10;48.134455;481;1.733333333;11.1;7.253763441;77.6;2.055555556;2053
5c;P700200801;RCP45;11;48.134455;481;-4.533333333;3.566666667;4.85;77.16666667;2.157407407;2053
5c;P700200801;RCP45;3;48.134455;481;-11.73333333;1.4;14.86021505;48.06666667;2.185185185;2054
5c;P700200801;RCP45;4;48.134455;481;-1.966666667;9.7;18.51444444;68.13333333;2.361111111;2054
5c;P700200801;RCP45;5;48.134455;481;4.233333333;17.36666667;21.55591398;89.33333333;2.092592593;2054
5c;P700200801;RCP45;6;48.134455;481;9.333333333;22.66666667;21.21777778;77.23333333;1.925925926;2054
5c;P700200801;RCP45;7;48.134455;481;13.2;25.73333333;19.21075269;99.46666667;1.805555556;2054
5c;P700200801;RCP45;8;48.134455;481;12.23333333;24.56666667;16.30107527;95.66666667;1.796296296;2054
5c;P700200801;RCP45;9;48.134455;481;7.5;19.06666667;12.02222222;78.73333333;1.898148148;2054
5c;P700200801;RCP45;2;48.134455;481;-17.13333333;-4.633333333;9.338888889;45.06666667;2.092592593;2054
5c;P700200801;RCP45;1;48.134455;481;-18.2;-6.833333333;6.220430108;59.06666667;2.037037037;2054
5c;P700200801;RCP45;12;48.134455;481;-13.7;-3.9;4.921505376;65.83333333;2.037037037;2054
5c;P700200801;RCP45;10;48.134455;481;1.733333333;11.1;7.253763441;77.6;2.055555556;2054
5c;P700200801;RCP45;11;48.134455;481;-4.533333333;3.566666667;4.85;77.16666667;2.157407407;2054
5c;P700200801;RCP45;3;48.134455;481;-11.73333333;1.4;14.86021505;48.06666667;2.185185185;2055
5c;P700200801;RCP45;4;48.134455;481;-1.966666667;9.7;18.51444444;68.13333333;2.361111111;2055
5c;P700200801;RCP45;5;48.134455;481;4.233333333;17.36666667;21.55591398;89.33333333;2.092592593;2055
5c;P700200801;RCP45;6;48.134455;481;9.333333333;22.66666667;21.21777778;77.23333333;1.925925926;2055
5c;P700200801;RCP45;7;48.134455;481;13.2;25.73333333;19.21075269;99.46666667;1.805555556;2055
5c;P700200801;RCP45;8;48.134455;481;12.23333333;24.56666667;16.30107527;95.66666667;1.796296296;2055
5c;P700200801;RCP45;9;48.134455;481;7.5;19.06666667;12.02222222;78.73333333;1.898148148;2055
5c;P700200801;RCP45;2;48.134455;481;-17.13333333;-4.633333333;9.338888889;45.06666667;2.092592593;2055
5c;P700200801;RCP45;1;48.134455;481;-18.2;-6.833333333;6.220430108;59.06666667;2.037037037;2055
5c;P700200801;RCP45;12;48.134455;481;-13.7;-3.9;4.921505376;65.83333333;2.037037037;2055
5c;P700200801;RCP45;10;48.134455;481;1.733333333;11.1;7.253763441;77.6;2.055555556;2055
5c;P700200801;RCP45;11;48.134455;481;-4.533333333;3.566666667;4.85;77.16666667;2.157407407;2055
5c;P700200801;RCP45;3;48.134455;481;-11.73333333;1.4;14.86021505;48.06666667;2.185185185;2056
5c;P700200801;RCP45;4;48.134455;481;-1.966666667;9.7;18.51444444;68.13333333;2.361111111;2056
5c;P700200801;RCP45;5;48.134455;481;4.233333333;17.36666667;21.55591398;89.33333333;2.092592593;2056
5c;P700200801;RCP45;6;48.134455;481;9.333333333;22.66666667;21.21777778;77.23333333;1.925925926;2056
5c;P700200801;RCP45;7;48.134455;481;13.2;25.73333333;19.21075269;99.46666667;1.805555556;2056
5c;P700200801;RCP45;8;48.134455;481;12.23333333;24.56666667;16.30107527;95.66666667;1.796296296;2056
5c;P700200801;RCP45;9;48.134455;481;7.5;19.06666667;12.02222222;78.73333333;1.898148148;2056
5c;P700200801;RCP45;2;48.134455;481;-17.13333333;-4.633333333;9.338888889;45.06666667;2.092592593;2056
5c;P700200801;RCP45;1;48.134455;481;-18.2;-6.833333333;6.220430108;59.06666667;2.037037037;2056
5c;P700200801;RCP45;12;48.134455;481;-13.7;-3.9;4.921505376;65.83333333;2.037037037;2056
5c;P700200801;RCP45;10;48.134455;481;1.733333333;11.1;7.253763441;77.6;2.055555556;2056
5c;P700200801;RCP45;11;48.134455;481;-4.533333333;3.566666667;4.85;77.16666667;2.157407407;2056
5c;P700200801;RCP45;3;48.134455;481;-11.73333333;1.4;14.86021505;48.06666667;2.185185185;2057
5c;P700200801;RCP45;4;48.134455;481;-1.966666667;9.7;18.51444444;68.13333333;2.361111111;2057
5c;P700200801;RCP45;5;48.134455;481;4.233333333;17.36666667;21.55591398;89.33333333;2.092592593;2057
5c;P700200801;RCP45;6;48.134455;481;9.333333333;22.66666667;21.21777778;77.23333333;1.925925926;2057
5c;P700200801;RCP45;7;48.134455;481;13.2;25.73333333;19.21075269;99.46666667;1.805555556;2057
5c;P700200801;RCP45;8;48.134455;481;12.23333333;24.56666667;16.30107527;95.66666667;1.796296296;2057
5c;P700200801;RCP45;9;48.134455;481;7.5;19.06666667;12.02222222;78.73333333;1.898148148;2057
5c;P700200801;RCP45;2;48.134455;481;-17.13333333;-4.633333333;9.338888889;45.06666667;2.092592593;2057
5c;P700200801;RCP45;1;48.134455;481;-18.2;-6.833333333;6.220430108;59.06666667;2.037037037;2057
5c;P700200801;RCP45;12;48.134455;481;-13.7;-3.9;4.921505376;65.83333333;2.037037037;2057
5c;P700200801;RCP45;10;48.134455;481;1.733333333;11.1;7.253763441;77.6;2.055555556;2057
5c;P700200801;RCP45;11;48.134455;481;-4.533333333;3.566666667;4.85;77.16666667;2.157407407;2057
5c;P700200801;RCP45;3;48.134455;481;-11.73333333;1.4;14.86021505;48.06666667;2.185185185;2058
5c;P700200801;RCP45;4;48.134455;481;-1.966666667;9.7;18.51444444;68.13333333;2.361111111;2058
5c;P700200801;RCP45;5;48.134455;481;4.233333333;17.36666667;21.55591398;89.33333333;2.092592593;2058
5c;P700200801;RCP45;6;48.134455;481;9.333333333;22.66666667;21.21777778;77.23333333;1.925925926;2058
5c;P700200801;RCP45;7;48.134455;481;13.2;25.73333333;19.21075269;99.46666667;1.805555556;2058
5c;P700200801;RCP45;8;48.134455;481;12.23333333;24.56666667;16.30107527;95.66666667;1.796296296;2058
5c;P700200801;RCP45;9;48.134455;481;7.5;19.06666667;12.02222222;78.73333333;1.898148148;2058
5c;P700200801;RCP45;2;48.134455;481;-17.13333333;-4.633333333;9.338888889;45.06666667;2.092592593;2058
5c;P700200801;RCP45;1;48.134455;481;-18.2;-6.833333333;6.220430108;59.06666667;2.037037037;2058
5c;P700200801;RCP45;12;48.134455;481;-13.7;-3.9;4.921505376;65.83333333;2.037037037;2058
5c;P700200801;RCP45;10;48.134455;481;1.733333333;11.1;7.253763441;77.6;2.055555556;2058
5c;P700200801;RCP45;11;48.134455;481;-4.533333333;3.566666667;4.85;77.16666667;2.157407407;2058
5c;P700200801;RCP45;3;48.134455;481;-11.73333333;1.4;14.86021505;48.06666667;2.185185185;2059
